package,organization,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,package_id,duration_median,project_age,num_users,crowd_pct,crowd,total_issues,gini_coefficient,avg_clustering,avg_min_path,nodes,total_contributors,avg_comments,avg_first_comment,avg_active_time,crowd_pct_2,issues_over_time,avg_clusteringXcrowd_pct,avg_min_pathXcrowd_pct,gini_coefficientXcrowd_pct,issues_per_user,avg_retention_time,giniXavg_min_path,giniXclustering,clusteringXavg_min_path,giniXavg_min_pathXcrowd_pct,giniXclusteringXcrowd_pct,clusteringXavg_min_pathXcrowd_pct,avg_clustering_2,avg_min_path_2,gini_coefficient_2,crowd_pct_3,avg_retention_time_resid
mongoose,cesanta,0.01829233031800103,0.08600301668510482,0.031560348967197165,0.027790754299022863,0.022437833211534797,0.08573695834290243,0.03026514291037573,0.1101505153197754,0.016526254427991396,0.028510662792846725,0.02805371206895208,0.01836920552167457,0.018352088918827197,0.015861084361439345,0.018198430031912183,0.014408432160016912,0.07470966928646741,0.03204489387438178,0.01737396608499469,0.0195580238222492,0.19839765060904785,0.02700976965790635,0.03347873234675239,0.01245849502476438,6cee79bb06e44296b751612df560787f,148.0,2588.0,18,0.6,18,30,0.5851378446115288,0.5062140771340943,2.338434815266889,360,6,3.378768020969856,32.380078636959404,61.4272608125819,0.36,1.0432766615146831,0.3037284462804565,1.4030608891601333,0.3510827067669173,1.6666666666666667,41.0555555555556,1.368306707569826,0.29620501400625815,1.1837486219485645,0.8209840245418957,0.17772300840375488,0.7102491731691386,0.25625269188872274,5.468277385252289,0.34238629719662567,0.21599999999999997,0.18043920272748445
cfg4j,cfg4j,0.021491797563309472,0.009849557747018704,0.03356143400448848,0.020661842821394664,0.015017142180320724,0.03763937490191637,0.033508591839978306,0.21391450151752087,0.04057690132360317,0.033330805444469064,0.037117454145724565,0.01366941467858851,0.014178050105999176,0.009713924943322414,0.14189363784859316,0.03255464950690798,0.02926608609248018,0.0354606182306286,0.016410937267273926,0.014626214725962072,0.06601648570626582,0.03139336028119974,0.02982567468037208,0.038630700302555374,8b49661f8e674a2c938c2895b7c95f1d,6.0,1751.0,5,0.060606060606060615,6,99,0.4753864447086801,0.7279899787712288,2.4707446808510642,58,5,2.4861111111111107,94.7777777777778,70.5833333333333,0.003673094582185492,5.0885208452312956,0.04412060477401387,0.14974210186976145,0.02881129967931395,19.8,69.6,1.17455852961267,0.34607656779160195,1.7986773677618928,0.07118536543107092,0.020974337441915274,0.10901074956132685,0.5299694091913342,6.104579277953827,0.22599227181275894,0.00022261179285972685,-0.28529782154502376
chai,chaijs,0.019963767436616903,0.030675037277923187,0.2518236713009364,0.022994756765655242,0.023981798918974347,0.020489606551650004,0.015878401583540425,0.023207681173410502,0.012481157149893259,0.1345291470939082,0.06828174170335027,0.017917801937165894,0.025771144441254563,0.013674463031769505,0.05461766291881154,0.0219186177755904,0.01888063435439603,0.03576649782950786,0.04273823690543075,0.014809879653482657,0.025490818996740883,0.04154183299367655,0.031978088974768316,0.015309870683591232,47f5382c5a804a9bb4bd1909c11d68d0,24.0,1872.0,24,0.5,17,34,0.6094486059337478,0.6701716801364294,2.218943159998948,554,7,4.640692640692642,6.14393939393939,78.9274891774892,0.25,1.6346153846153848,0.3350858400682147,1.109471579999474,0.3047243029668739,1.4166666666666667,26.375,1.352331815507584,0.40843519619542445,1.4870728656637329,0.676165907753792,0.20421759809771223,0.7435364328318664,0.4491300808568846,4.923708747306118,0.3714276032745887,0.125,-0.38179910722217486
Pomm,chanmix51,0.02575537148863077,0.020589298650622367,0.019238500129431485,0.08517235823348164,0.040082223094999786,0.013182967588305474,0.011133180059492587,0.02616132342815399,0.05723505790904165,0.033381266213953494,0.23250921475887296,0.01866776095703244,0.010761730320751669,0.013434278078377248,0.08616661843657493,0.013421213060617445,0.026381928913295268,0.04084757182002068,0.02460975500941277,0.04223180946707725,0.07439083947986365,0.03175696355104446,0.013026542980223894,0.025841320183128118,f9680ba3f60149af9126b3b74fcbef27,7.0,3020.0,11,0.11940298507462685,8,67,0.5191040843214757,0.3383022774327122,1.8695652173913044,23,4,2.128787878787879,14.030303030303,20.068181818181802,0.014257072844731563,1.9966887417218544,0.040394301783010414,0.22323166774821546,0.061982577232415015,6.090909090909091,106.818181818182,0.9704989402531937,0.1756140939505779,0.6324781708524619,0.11588047047799327,0.020968847038874968,0.0755197815943238,0.11444843091615976,3.4952741020793954,0.26946905035923774,0.0017023370560873504,-1.0950159544714542
sanic,channelcat,0.03712748706274939,0.02000520752996884,0.025885226173241703,0.024277914144954824,0.02118251847710009,0.02795436589995098,0.1038852662495996,0.030554831231417456,0.02169459588846869,0.0325411443899602,0.04347584764661287,0.01918080706158747,0.01833020553940606,0.015987812960637983,0.03891890162585604,0.025625626464854136,0.01832289989059321,0.08312897292327964,0.03484970195374141,0.013793388041761714,0.2498826782767087,0.033058362575530104,0.03102096590928432,0.0122898810541944,79c59ac6947a455cbe7863c548d502f8,63.0,1074.0,45,0.8166666666666667,49,60,0.6037031061477595,0.7178738069695989,2.551891710732107,471,6,4.617834394904459,18.7528662420382,69.0624203821656,0.6669444444444445,5.027932960893853,0.5862636090251724,2.084044897097887,0.4930242033540035,1.3333333333333333,1.9333333333333331,1.5405849523216926,0.43338264708966395,1.83193621735742,1.2581443777293821,0.3539291617898922,1.4960812441752263,0.5153428027330249,6.512151303303239,0.3644574403724529,0.5446712962962963,-1.2198541025390819
chaplin,chaplinjs,0.018287217042122324,0.017499365145340562,0.06619298581738407,0.03269454873083398,0.023555413321353108,0.029670050078764176,0.019257007390021896,0.012774961795180272,0.02001162457327621,0.03548772444602293,0.04484135993660834,0.13271479680776022,0.02139777087081128,0.0228798412425348,0.13075424697047147,0.022086080855642183,0.015578061937450025,0.048109807706891716,0.02911983230270636,0.01919108914593473,0.029238481617246112,0.04608025400994871,0.10735952987646064,0.040655455897705486,9579bee0c04c4388969384cc072bec57,14.0,2880.0,26,0.2258064516129032,21,93,0.6254420960303314,0.718653925393389,2.157998423955871,189,14,5.2571022727272725,3.89204545454545,19.7485795454545,0.0509885535900104,2.9062500000000004,0.16227669283076526,0.4872899666997128,0.1412288603939458,3.5769230769230766,78.6153846153846,1.3497030575091116,0.4494764174184666,1.5508540383686336,0.3047716581472187,0.10149467490094406,0.3501928473735624,0.5164634644833267,4.6569571977960225,0.3911778154868143,0.011513544359034603,-0.7667387246483477
validator.js,chriso,0.015964297034946926,0.030903772155700164,0.03658056286323645,0.0267962659939396,0.055651973395370063,0.028457149188063018,0.026271404544230003,0.020818016438299447,0.015174497323564271,0.031477771100803416,0.17045460300282916,0.01886647603300726,0.02244289626386961,0.04248499596774652,0.02784913919154642,0.025008796743026328,0.043837906346093435,0.03268784787379233,0.02646053800352461,0.09048384734531877,0.030892019577978276,0.035745110949305686,0.07091534645175758,0.035214931866423466,bfd3309e83bd4009a2dbcbf6ac9e6e8b,35.0,1461.0,24,0.9722222222222222,35,36,0.5844924467033743,0.5069337820663375,2.2096530920060333,450,1,2.7573363431151243,9.63318284424379,36.45711060948079,0.945216049382716,2.217659137577002,0.4928522881200504,2.1482738394503103,0.5682565454060583,1.5,1.0416666666666667,1.2915255421122827,0.29629896659654875,1.1201477989851953,1.2556498326091636,0.2880684397466446,1.0890325823467177,0.256981859400081,4.8825667870118235,0.34163142025329685,0.9189600480109739,-1.6587364096237873
libjson-rpc-cpp,cinemast,0.021356439135307742,0.05716658501149785,0.01763898985753317,0.01822696483108185,0.013060696222143429,0.2242949235275568,0.02556108002881369,0.039072850512550966,0.021888244271864213,0.040090562924066736,0.06300462248562384,0.013858791239815014,0.014419597537902694,0.011977434603332152,0.0494747169282017,0.012288170964306882,0.014185034579807713,0.041592851324352406,0.020600459435128518,0.021968906668330276,0.11718232164369714,0.08919989634042365,0.013144996026605968,0.01715517529631935,56b740364bb2403b968fe7aefa8c37c1,18.0,2628.0,19,0.6923076923076923,27,39,0.5859783746076037,0.4869120325725919,1.9834710743801651,122,4,3.7217741935483866,8.77016129032258,51.5161290322581,0.4792899408284023,1.3356164383561644,0.3370929456271789,1.373172282263191,0.4056773362668026,2.0526315789473686,101.210526315789,1.1622711562464867,0.285319921423772,0.9657759323753888,0.8046492620167984,0.19752917637030368,0.6686141070291153,0.23708332746397281,3.9341575029028064,0.34337065550776913,0.3318161128812016,0.48933643704162694
clappr,clappr,0.017656757019125342,0.013297619500061435,0.12033013032508615,0.1670458969084567,0.015439388841348753,0.02806894355139622,0.014797515748591903,0.01359298138230453,0.01930083158593416,0.024069285519902457,0.01433065082260481,0.08838705913205579,0.027956002624705437,0.028078382676781227,0.021353121617746152,0.029652335531381743,0.017466545859979612,0.031997124523740636,0.04351009166841343,0.012939381322645572,0.04365142610478686,0.02508547196656549,0.14906740098030127,0.014692547337643884,fccd4b6b7ec24c6abd865aed8e8ed2ad,31.0,1508.0,43,0.5688073394495413,62,109,0.6024471374938665,0.7743473359783496,2.2549042802783856,321,18,4.430526315789474,12.0852631578947,75.1884210526316,0.3235417894116657,6.505305039787799,0.4404544479876851,1.2826061043785313,0.3426763534368782,2.5348837209302326,55.3255813953488,1.3584606289763805,0.466503335986158,1.7460791223197456,0.7727023761150055,0.265350521386622,0.9931826200350847,0.5996137967367671,5.084593313217784,0.3629425534745537,0.18403294443599336,1.0925180356660498
splinter,cobrateam,0.02271299869169316,0.012909057901406382,0.02741258908290325,0.02684812809467212,0.017141816719801844,0.046309614786066974,0.13956816737436226,0.017515726739586127,0.020982712934780157,0.025225939462772646,0.03322520165603595,0.0784857380966484,0.016874409846163226,0.01617129871504907,0.02282200375318735,0.017911368834166316,0.015369899932762368,0.05464688269908212,0.047454595268064725,0.016079920997927516,0.06333983607122914,0.03616798681674285,0.192063876478008,0.014317949589679359,b1daa4ee638b42dabcf6e8f8b4754c20,109.0,3456.0,31,0.5882352941176471,30,51,0.5690311124196658,0.6598285364737824,2.4670034340317524,299,12,3.1751824817518246,66.4580291970803,143.120437956204,0.3460207612456748,1.328125,0.38813443321987207,1.4511784906069132,0.334724183776274,1.6451612903225807,108.677419354839,1.4038017084102234,0.3754629661159164,1.6277992653529665,0.8257657108295432,0.22086056830348025,0.9575289796193921,0.43537369754513355,6.086105943524458,0.3237964069015623,0.20354162426216163,1.2848172883060158
webmagic,code4craft,0.02730191969754596,0.017856913785293808,0.02522887797219511,0.024652483014258444,0.02875863672675986,0.01716085174517511,0.02382119420072893,0.23846674829703324,0.0252955256997542,0.017828602359659624,0.037054868561154516,0.06798225719880521,0.02104616562389472,0.02125212878618761,0.039664366501190866,0.019807652885280098,0.021307740428478182,0.02192904695827704,0.05848517460032499,0.018868781680608317,0.07638714988228758,0.045167650732862115,0.04969841267555553,0.0259076083745182,73a1e4a9447a4426966da81bf40f5419,15.0,2416.0,60,0.455026455026455,86,189,0.580308257362104,0.650172404793822,2.503712116075666,395,16,2.3711507293354943,40.1685575364668,78.9205834683955,0.20704907477394247,7.0405629139072845,0.2958456445093581,1.1392552485846943,0.2640556091700579,3.15,44.0,1.4529248150162557,0.3773004152108313,1.6278445274203446,0.6611192279968148,0.17168167041339413,0.7407123246462943,0.42272415595538154,6.26857436018409,0.3367576735626419,0.09421280651089445,0.32099990585054344
newspaper,codelucas,0.029345844756603606,0.015138483434909759,0.030768217093756663,0.028438912306171814,0.03435620601341036,0.0575792785344923,0.11581320443005527,0.015449021816375141,0.023202060554783955,0.027528364526582246,0.03898685570279865,0.04784808732187433,0.016377452027735225,0.023701462298139974,0.01781193403634156,0.021687912547191525,0.02691120322886276,0.05179000371613002,0.06968969325115615,0.01970690992655036,0.05507886277364208,0.14562536018787772,0.024928116791314733,0.02477978185391898,6c7a1e7386854e7395ff6e7e02206011,55.0,2045.0,19,0.556390977443609,74,133,0.5454103032722027,0.6530567546388729,2.480593165699549,362,34,2.9019230769230764,32.490384615384606,78.81346153846151,0.3095709197806546,5.853300733496332,0.3633548860396736,1.3801796561035082,0.3034613717454361,7.0,4.15789473684211,1.3529410707991445,0.35618388260154815,1.6199681223711153,0.752764204805539,0.19817749859033504,0.9013356470335528,0.42648312477945705,6.15334245371531,0.29747239891547617,0.1722424666448755,-1.4362002793419741
satis,composer,0.2479387203006652,0.01259828946396376,0.020867473216308,0.02041539773968394,0.017729000776862583,0.020150763248083983,0.07920986507276855,0.02189283032521877,0.01830361982142557,0.01835487065383405,0.032122742419620376,0.04679379902560921,0.031151907577067917,0.013261253909636705,0.019362417095988748,0.012266580459357638,0.01345729232250012,0.06295616587370816,0.033222919248769904,0.014519198604955756,0.024730695047912626,0.024635846453622497,0.01313350807675151,0.15935657692801125,b06fd2dfffeb44cd9dc44faa55c15267,424.0,2815.0,18,0.8085106382978723,38,47,0.5570803485192519,0.7162300098080309,2.4312569054325333,363,9,4.517391304347826,32.8673913043478,111.65,0.6536894522408329,1.502664298401421,0.5790795823979824,1.9656970724773668,0.4504053881645016,2.6111111111111107,1.0,1.3544054442181936,0.39899766348380505,1.741339157223786,1.095051210218965,0.32259385558265086,1.4078912335000822,0.512985426949612,5.911010140213378,0.31033851470633117,0.5285148762798223,-2.3162484094552847
Robo,consolidation,0.03485705631815823,0.02291271378709296,0.03708975267334165,0.12740874888498316,0.023218723939410244,0.01855714667025897,0.06605282519544536,0.016823111223127827,0.020512095854622384,0.030681021913394405,0.027905086142266274,0.01829472334989285,0.014078346530193,0.014248466688837044,0.0803827130599751,0.013848770429323507,0.017757352739974364,0.1008364836629811,0.10676628079437912,0.01587059240620394,0.02776487705978532,0.032212941019753284,0.020139018573613863,0.09486636418913053,e2855a5c88f4409097f1575acb329804,123.0,2106.0,22,0.4375,28,64,0.5816878469786849,0.6436226072459046,2.2152788791964046,197,17,3.232456140350877,16.6374269005848,38.0906432748538,0.19140625,2.7350427350427347,0.28158489067008324,0.9691845096484272,0.25448843305317465,2.9090909090909087,60.0,1.2886008016971109,0.37438744867567797,1.4258035680051753,0.563762850742486,0.1637945087956091,0.6237890610022642,0.41425006055801594,4.907460512613679,0.33836075132269794,0.083740234375,0.3855030405817738
restbed,corvusoft,0.025934804422351864,0.085778709038082,0.02112510669487732,0.015396898794300182,0.02426571490340825,0.15698446811423922,0.01774547958295825,0.04290583599684624,0.021661507806118915,0.022173830685436557,0.024015346023392573,0.0120788808062173,0.02828420448977685,0.012422594737326698,0.023390286919761333,0.01909556625948529,0.02242103241704426,0.04655098724898505,0.02368576834982929,0.014960180324537588,0.2576354178464252,0.030517171548391658,0.01430162818255256,0.017473500661834337,d21c7d9a5a1a447c9730aab0434cc7ef,17.0,1727.0,24,0.3706896551724138,43,116,0.5274180214935243,0.5606955354346972,2.0350877192982457,114,17,3.987096774193549,22.064516129032302,44.758064516129,0.13741082045184305,6.045165026056746,0.20784403468699986,0.7543859649122808,0.19550840451915127,4.833333333333333,33.9166666666667,1.0733419384780496,0.2957209299592203,1.1410645984285066,0.39787675305651843,0.1096206895538489,0.42298084252091195,0.31437948345640176,4.141582025238535,0.2781697693961437,0.05093676965025217,-0.39840070760912705
themis,cossacklabs,0.02992757963096743,0.08594364290981885,0.021239757219890274,0.038038621652841324,0.02209768561716442,0.15063875761028303,0.04060089130515373,0.062185939536580165,0.01809057805271599,0.03745401424721324,0.03191943845200923,0.011819281763026629,0.01728971619083876,0.01573190907947719,0.08950655386027109,0.018695838221158556,0.013109233779882792,0.06681686011518563,0.0563292275733685,0.015694025683627332,0.03596365889309034,0.05330484131005623,0.01568961541308591,0.023020219051539496,ffb0bca355db4dc4859507be43abb6cd,130.0,1760.0,10,0.12,6,50,0.5460526315789473,0.5228578992691896,2.028449502133713,38,7,3.6353383458646618,18.9812030075188,35.3308270676692,0.0144,2.5568181818181817,0.06274294791230274,0.2434139402560455,0.06552631578947367,5.0,166.2,1.1076401886651195,0.2855079318377811,1.0605908454592667,0.13291682263981433,0.03426095182053373,0.127270901455112,0.27338038282819,4.114607382706508,0.2981734764542936,0.0017279999999999997,0.5836267217154657
jucipp,cppit,0.02120229706168175,0.04486658092015065,0.02366798971564724,0.03444107295228885,0.018081790793400544,0.2289330033399165,0.04971610939560028,0.0113794274126681,0.01706168185059841,0.02468602559600885,0.03019802418752358,0.07677079500917057,0.02652182867320684,0.04504410468615019,0.026143431556052886,0.0191390092857182,0.012285677425276774,0.05148847087787894,0.025721819857851817,0.03089561790657732,0.031143572476620862,0.07944148942684898,0.0446453430575247,0.014136148404616576,15b39e633fe64ecd9ae6209bddd8e1fd,6.0,1738.0,13,0.3170731707317073,13,41,0.5653129119327099,0.5797897827034908,1.9724208375893768,89,7,6.271341463414633,2.0853658536585398,22.935975609756103,0.10053539559785843,2.12313003452244,0.18383578475964346,0.6254017289917536,0.17924555744207876,3.1538461538461537,85.7692307692308,1.1150349672544053,0.32776265036894353,1.143589448825782,0.35354767254407976,0.10392474279990893,0.36260153255451627,0.3361561921273611,3.890443960556779,0.31957868839783987,0.0318770766529795,0.0979772958586782
autobahn-python,crossbario,0.0668455963904845,0.021419998360493242,0.021798380971594387,0.013651553852285692,0.017065324889729432,0.02437822572818427,0.11244735403090453,0.02986441175732508,0.022694734312791873,0.04703293099037653,0.03940609025664892,0.05248881960845976,0.014815643935385652,0.011689518285884805,0.04449855725722494,0.06723947876972991,0.012491717251976928,0.05087174452925025,0.02697343103605391,0.015173442650977169,0.19891565886760074,0.03157343008182435,0.021126926518159558,0.01892087928004238,0e8e5c6adee24b65bf575fd85f85e576,16.0,2116.0,53,0.33695652173913043,62,184,0.5889977610626148,0.6895180267961415,2.071270473660912,254,21,3.6264441591784338,25.589216944801002,51.198973042362006,0.11353969754253307,7.826086956521738,0.2323375959856564,0.6979280943857421,0.19846663687979413,3.4716981132075477,66.6415094339623,1.219973671541379,0.4061245739952394,1.4281783299597814,0.4110780849758994,0.13684632384622197,0.4812340024864481,0.4754351092768445,4.2901613750594985,0.3469183625367731,0.03825794156324484,-0.17703404708053805
cucumber-jvm,cucumber,0.01977254500584752,0.022641955358828274,0.025513781568997886,0.017065946164383405,0.019439740467632256,0.024809781480173317,0.018046535533864663,0.21820519843875025,0.03260158339163805,0.025190357119380846,0.046260475964468695,0.014477603007815306,0.020188810088927884,0.012393287830997872,0.060057284462108125,0.027222281608567645,0.016543942769952934,0.1466705683743103,0.024575111070932912,0.011858595745751616,0.047186365760477016,0.0677032720381169,0.027731469836111758,0.029588488382860687,a460596f0deb4684a4faeb692dd93b05,354.0,2229.0,79,0.7398373983739838,91,123,0.5827262063280706,0.8785239818947782,2.1870048556095067,560,13,4.5224948875255615,151.58691206543998,531.482617586912,0.5473593760327847,4.96635262449529,0.6499648971741855,1.6180279826054076,0.4311226404541009,1.5569620253164558,24.7848101265823,1.2744250427303976,0.5119389471377747,1.9213362141732784,0.9428673080363105,0.3787515787767276,1.4214763860956776,0.7718043867642566,4.7829902384595595,0.3395698315415051,0.40495693673970257,1.5275312696372063
cython,cython,0.027379947859324492,0.0944194790080749,0.023336413494328752,0.013300223350924395,0.02718396741027966,0.10737497592095196,0.14207594958570946,0.013212090343157023,0.01828123706058367,0.029462775807882643,0.04996036157141821,0.014683269924951102,0.017249492213040108,0.013612607479015559,0.04225771483932759,0.07163630843527076,0.014583736137504471,0.05462316461107207,0.018986491869071413,0.015700463074491668,0.018815630626797315,0.03791506008005354,0.012367446187773754,0.015581191797683332,38a61fedb562476ab3534362137de2e3,16.0,854.0,10,0.35135135135135137,26,74,0.5901989901989902,0.5729287157693814,2.1218720523775176,273,12,3.2511144130757796,7.251114413075781,22.352154531946503,0.12344777209642074,7.798594847775176,0.20129927851356647,0.7455226129975062,0.2073672127726182,7.4,50.3,1.2523267426446698,0.33814194950309323,1.215681429995593,0.4400066933616408,0.11880663090649222,0.42713131324169484,0.32824731335315266,4.502341006660779,0.3483348480319078,0.04337354154739108,0.647290492852836
wand,dahlia,0.0355331205141222,0.03113663252836245,0.020352131652702284,0.11366798397335458,0.02546798238054036,0.06746907573006555,0.14427954937997312,0.016316442466574405,0.0171871678203364,0.0367920432365094,0.042382383060526094,0.02242033663365528,0.03980765259753431,0.1193429431595439,0.03389434994500632,0.02529509846823865,0.023822246062861745,0.05035390594045295,0.01890120197254624,0.012941449515688623,0.03188906514791079,0.0238427145610561,0.02086667306254321,0.011954441262374691,eec591d3bc3c4657a9033135ed31236a,229.0,3004.0,28,0.7631578947368421,29,38,0.5741110712679792,0.7214796789305441,2.2774082814846603,241,6,3.5912806539509536,113.574931880109,256.555858310627,0.5824099722991689,1.1384820239680429,0.5506029128680467,1.7380221095540829,0.43813739649398414,1.3571428571428572,66.0357142857143,1.307485308197726,0.41420947136889236,1.6431037957193149,0.9978177352035278,0.3161072281499442,1.2539476335752666,0.520532927109721,5.186588480574914,0.32960352215246674,0.4444707683335764,1.5415788905930206
dalek,dalekjs,0.028350825817324225,0.015363799626356922,0.06586964988382532,0.04821145871828776,0.01937849587120581,0.012471650677616708,0.08979191113612614,0.017541958348010662,0.012793637678259985,0.09242786484537646,0.0397097552078776,0.0803386247891467,0.015706960030365737,0.022251789635629397,0.016846984924632127,0.024224388689617626,0.01986801632447168,0.044240930100204426,0.022321200495935046,0.022012268047546968,0.08311462224519346,0.04154319822555408,0.10120723983854987,0.03130376143963076,0ce814ff931d47ef8d3259efc57bc05a,111.0,2412.0,19,0.7111111111111111,64,90,0.4771552295523839,0.7527162708505107,2.142677448337825,106,11,3.5661764705882355,15.1911764705882,82.8676470588235,0.5056790123456789,3.3582089552238803,0.5352649037159187,1.5236817410402317,0.33931038545947306,4.7368421052631575,7.36842105263158,1.022389749718351,0.3591625050054898,1.6128281785483356,0.7270327109108273,0.2554044480039039,1.1469000380788166,0.5665817844030995,4.591066647615492,0.22767711308918814,0.35959396433470514,-1.3704378715073133
dateutil,dateutil,0.03960489038685997,0.02493577208589968,0.019966778127608567,0.011972724072869836,0.025543439430807988,0.11926141148946415,0.06268578994740534,0.012918972641992288,0.013736328439361702,0.022501778128138916,0.05069620576063831,0.016819807887810657,0.02359927187886412,0.0191190281259556,0.0422491592428405,0.046287133149421365,0.14808340359288524,0.0945007906698688,0.06575890769375356,0.012821277541907755,0.029532424163249294,0.05009828184430642,0.015311361897707453,0.01715724562756776,c8dcbbb1a878478c882130c2966a8515,34.0,1433.0,46,0.3491379310344828,81,232,0.5684849509161843,0.5096373148484373,2.0631755141080816,207,29,3.3876739562624247,15.4990059642147,31.8011928429423,0.12189729488703925,14.570830425680391,0.1779337176841527,0.7203328303567008,0.19847965958711608,5.043478260869565,28.2826086956522,1.1728842308692062,0.28972114391666987,1.051471229071087,0.40949837370864534,0.10115264076400976,0.36710848946016406,0.25973019268592523,4.256693202015147,0.3231751394181765,0.042558969335561136,-0.41700747941611893
jedi,davidhalter,0.02536067314500265,0.013998983525504013,0.016634842508781552,0.01797693252621945,0.02010424986362641,0.03264462680716669,0.2729064588551932,0.01184122615719356,0.016272198350373406,0.020173083806531544,0.04505529541902311,0.012717112278640938,0.014380600557645841,0.015430026883447353,0.03947482575691669,0.20906137409432046,0.025299976219114062,0.0299628516826194,0.033794005308509074,0.017528625215600026,0.017829940103061263,0.03213622493276815,0.03075348953518081,0.0172915359992417,29f28f36f0df455db393421361bf751a,162.0,2326.0,134,0.573170731707317,188,328,0.6071711115274915,0.5944687346920084,2.002044620843105,486,28,4.404862579281184,19.8964059196617,84.6553911205074,0.3285246876859012,12.691315563198627,0.3407320796405414,1.147513380239341,0.3480127102657573,2.4477611940298507,81.6865671641791,1.2155836577649433,0.3609442424112882,1.1901529325495426,0.6967369745725893,0.20688267552842127,0.6821608271930304,0.3533930765263175,4.008182663846813,0.3686567586735295,0.18830073562484578,0.21066450522699112
jedi-vim,davidhalter,0.016814214031125777,0.016170482636524357,0.0195455996893949,0.0304757517708983,0.024821743365827015,0.029079872775268238,0.16760480783471415,0.01133720055364448,0.019339300224236525,0.027551758565458467,0.08025032227939696,0.030137068245359038,0.020866954685510915,0.02362570057132861,0.016704617263061394,0.25834530056918265,0.014036375690788763,0.028033066116238462,0.02698824488189932,0.012062737731872277,0.015368849673425257,0.03148600402214987,0.048348861959394925,0.020481753082790904,55fcca0b839e47c698306f18e7d8a214,170.0,2703.0,98,0.7232704402515723,115,159,0.6137389277499485,0.7474256123008545,2.0730039997922187,623,14,5.3363533408833534,6.553793884484709,125.851642129105,0.5231201297417032,5.294117647058823,0.54059085166414,1.4993425155729885,0.4438992244732332,1.6224489795918366,12.1530612244898,1.2722832520538307,0.45872419386637514,1.5494162838468195,0.9202048678376763,0.33178164965178075,1.1206469977508442,0.5586450459233072,4.297345583154537,0.37667547143565655,0.3783573265427413,-1.4712280530723725
mycli,dbcli,0.013411542554835749,0.0158379025941196,0.014740151387575843,0.032218800161155574,0.021938635947828352,0.027264455715009142,0.2424001684081635,0.03882804296021773,0.016978998902645384,0.012099594391078095,0.09193683322915934,0.02737412840691501,0.0249620255199261,0.025651219933934044,0.01895957916779232,0.0161225267226903,0.025505610766810027,0.12554903433853973,0.0337540431970741,0.012890346823868722,0.05139761531675256,0.024603323346210258,0.05469297946414868,0.01856225935030538,a4b830aaf4e34a54a2bffa0a0d2873bf,43.0,1759.0,43,0.6436781609195402,56,87,0.6086217095533866,0.6716799603266262,2.2587631346755432,276,9,4.357850070721358,4.97878359264498,48.016973125884,0.4143215748447615,4.451392836839113,0.4323457215895525,1.4539165004808094,0.3917565027010304,2.0232558139534884,36.046511627907,1.3747322805023954,0.40879900572674216,1.5171659326861149,0.8848851460705074,0.263134992191926,0.9765665773611774,0.4511539691043782,5.1020108985692865,0.37042038533968685,0.2666897493253637,0.3132365713664481
pgcli,dbcli,0.022595814279434072,0.01861793175812718,0.015240802715530381,0.023513221431052646,0.024625567873859985,0.04773026272974084,0.12012260407156837,0.021923474390921655,0.02214591967101728,0.01725738780766423,0.14771985914295382,0.02966965462236705,0.02345635012842286,0.017793080594199318,0.02071852365489755,0.014331838893115468,0.02597026848265771,0.11666766017660685,0.03808220584128413,0.01365444990680143,0.04458266288477247,0.037616432422633295,0.04618281278886431,0.07721119827425851,311d761bca3e49f5a49ed3e87a9d4af5,9.0,1892.0,14,0.5526315789473685,21,38,0.5950276412776413,0.6950956545391287,2.181882554424793,352,7,4.210752688172043,13.5505376344086,57.252688172043,0.3054016620498616,1.8076109936575049,0.3841318090874133,1.2057772011294912,0.32883106491659125,2.7142857142857144,91.2857142857143,1.2982804299042194,0.41360112778275593,1.5166170822954077,0.7174707638944371,0.22856904430099673,0.8381304928474622,0.48315796895917973,4.76061148130326,0.3540578938844334,0.16877460271176561,1.1210102051088848
Pikaday,dbushell,0.01246501838109975,0.0131061575525324,0.03939801832227135,0.04172202644682702,0.01650720657936586,0.024498386288773717,0.015103009779921985,0.01349278342007555,0.018433321414196544,0.029289771313689164,0.04843275686797891,0.16074814322432132,0.01479643398950996,0.03611059956782362,0.022241924155235026,0.02240155678496551,0.2158811429912222,0.029224938325862013,0.02511598914142511,0.01977073245992263,0.013169656121118074,0.030059956497197518,0.1071462697922426,0.01636818825342768,cbe6fa828e454b149dd4c8f88d60c6b4,162.0,2713.0,4,0.9117647058823528,31,34,0.4948124552837713,0.7450873328790084,2.8108155045013254,686,2,3.0032206119162637,153.219001610306,238.682769726248,0.8313148788927335,1.1279026907482492,0.6793443329190959,2.562802371751208,0.4511525327587326,8.5,3.5,1.3908265211319932,0.3686784925826988,2.094303027463857,1.2681065339732878,0.3361480373548136,1.9095115838641046,0.5551551336167543,7.900683800345041,0.2448393659039542,0.7579635660492567,-1.148987926003064
