package,organization,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,package_id,duration_median,project_age,num_users,crowd_pct,crowd,total_issues,gini_coefficient,avg_clustering,avg_min_path,nodes,total_contributors,avg_comments,avg_first_comment,avg_active_time,crowd_pct_2,issues_over_time,avg_clusteringXcrowd_pct,avg_min_pathXcrowd_pct,gini_coefficientXcrowd_pct,issues_per_user,avg_retention_time,giniXavg_min_path,giniXclustering,clusteringXavg_min_path,giniXavg_min_pathXcrowd_pct,giniXclusteringXcrowd_pct,clusteringXavg_min_pathXcrowd_pct,avg_clustering_2,avg_min_path_2,gini_coefficient_2,crowd_pct_3,avg_retention_time_resid
istanbul,gotwarlost,0.12387762383240188,0.02207174271180341,0.20139434562434416,0.0438649889425406,0.025852540114892342,0.01580563254981834,0.053700871647978515,0.019598880148469985,0.022001166779187974,0.034297378368380815,0.04173809321319665,0.027936903720806167,0.03821353223912062,0.024120816046955356,0.040294966113464135,0.02944307211391862,0.014348017930013059,0.037419170984722964,0.02441648370179763,0.012043770679681452,0.02706843542913029,0.05209615132451595,0.030895689764733364,0.023086415323492777,b0cd2bcc80fe4c189675c6b55ef1d9a7,286.0,2737.0,6,0.7666666666666667,23,30,0.5311284861474299,0.803859432047718,2.6630137151179234,1197,5,4.506666666666667,31.824,189.28,0.5877777777777778,0.9864815491413956,0.6162922312365838,2.041643848257075,0.407198506046363,5.0,8.0,1.4144024431004258,0.4269526432188373,2.1406886925699773,1.0843752063769931,0.32733035980110864,1.6411946643036495,0.6461899864920798,7.0916420469061645,0.28209746879726066,0.4506296296296297,-0.8906645153313208
kangaru,gracicot,0.02087586882407777,0.15206636677030475,0.021015428967075426,0.03446827269508503,0.01775627560564317,0.0988681613933295,0.01906676297658123,0.0652428843488451,0.019322188460500912,0.08385654687299393,0.01028041088138707,0.021086922899121417,0.019785540550947188,0.016249662311747667,0.13336940596927888,0.03563572986167855,0.02115233765798621,0.03832764267572202,0.0375061159778852,0.02587726950296201,0.030598149966681375,0.03208707621670328,0.009549061191501096,0.025180002441629767,527c79d55315425c8e649ffd03581f30,86.0,1356.0,2,0.05555555555555555,2,36,0.4,0.0,1.8,10,1,2.6338028169014085,61.1830985915493,72.3239436619718,0.00308641975308642,2.3893805309734515,0.0,0.1,0.02222222222222222,18.0,453.5,0.7200000000000001,0.0,0.0,0.04,0.0,0.0,0.0,3.24,0.16000000000000003,0.0001714677640603566,1.8895673746445154
graphhopper,graphhopper,0.029722728988809694,0.035393298141170516,0.022027371715654987,0.09000467602109595,0.02606902370468939,0.032057504489076856,0.018823559052793273,0.08913726489321865,0.022223712052493804,0.028411650769024018,0.03883748748399067,0.027673846688056808,0.04859904127642253,0.06899820376934347,0.07683956342061868,0.02529756036486697,0.0233733118732966,0.07380370860854606,0.02361802269271893,0.016390670353691347,0.04052705873939212,0.069763168796189,0.023877123702071425,0.01794821701928766,b1c8e40c801b46e180494f4908324517,1.0,1515.0,19,0.1259259259259259,17,135,0.5950949471055917,0.5996936451132082,2.062401100791193,171,11,5.10188679245283,20.3207547169811,43.1471698113208,0.01585733882030178,8.01980198019802,0.07551697753277438,0.2597097682477799,0.07493788222811154,7.105263157894738,114.0,1.2273244739858493,0.35687465801820417,1.2368088338189638,0.15455197079821806,0.04493977175044052,0.15574629759201764,0.35963246798916654,4.253498300544725,0.35413799607060703,0.0019968500736676316,0.17221785760187733
Parsley.js,guillaumepotier,0.018249438217964462,0.01307040109688903,0.040247822192946286,0.02682101094695671,0.031522224056736464,0.01627667938061015,0.019243196628503018,0.014795500223916831,0.013706929083140557,0.03411395884755505,0.18092373388427432,0.1567208147132802,0.016139048745076132,0.019106406662263768,0.024262577045276533,0.014773957318858904,0.028767055479191676,0.02862896068580667,0.02728774444312556,0.0386615233383374,0.04526544735053989,0.05997618546999842,0.08750821146808327,0.018531586136887285,fd03f799d3534591b204d7900a515134,25.0,2309.0,45,0.9032258064516128,56,62,0.5891457983543504,0.5811115892978935,2.3358706366977633,558,5,3.1197478991596634,27.947478991596604,76.0105042016807,0.8158168574401664,2.4166305760069293,0.5248749838819683,2.1098186395979788,0.5321316888361874,1.3777777777777778,1.0,1.3761683711097885,0.3423594512098729,1.3574014980857196,1.242990786808841,0.309227891415369,1.2260400627871013,0.3376906792163237,5.456291631386814,0.34709277171858494,0.7368668389782146,-2.042821692396172
jquery.sparkline,gwatts,0.018139313525656082,0.017084374487846315,0.037092170362787634,0.047518093148634456,0.029284051238695007,0.03829233115538955,0.02812625507795019,0.013500583872276671,0.013504824171832295,0.020376524655148387,0.034343605084965624,0.07407125639777708,0.0267459659371525,0.3207162128140529,0.023451715960012127,0.012014944586553609,0.015519831023993904,0.017814618731790688,0.029339206683895707,0.013298792934316829,0.01888628154605006,0.022020598131348382,0.08694707338630299,0.02754016399315636,765544c1b6da4ff1af450993780cc3f1,96.0,2871.0,15,0.7407407407407407,40,54,0.5107602975866449,0.7540465899039348,2.553973013493253,167,4,2.992366412213741,115.740458015267,173.083969465649,0.5486968449931412,1.6927899686520378,0.5585530295584702,1.891831861846854,0.3783409611752925,3.6,20.3333333333333,1.304468016400074,0.3851370606535285,1.9258146415312634,0.9662726047407955,0.28528671159520624,1.426529364097232,0.5685862597457528,6.522778153651807,0.260876081590798,0.40644210740232684,-0.2666063646881885
reveal.js,hakimel,0.02539958339783619,0.027650948762022263,0.03314528003367677,0.05541794758878256,0.02204104218555734,0.015400145486628975,0.01776640080569083,0.010679541500448655,0.012647260697721912,0.019041274693298933,0.025427147395887046,0.22660568885733945,0.02748820602632405,0.07828093422413396,0.01379537563716546,0.032197590760494534,0.016780603601330383,0.02686983777526004,0.026917869574254197,0.014307432373364766,0.019916599732415198,0.15005673593215166,0.07119224403511014,0.01654471180113087,000dbfbbe8584838adc1b4906d261d84,105.0,1584.0,46,0.7401574803149606,94,127,0.5307805097501236,0.5983114595489918,2.6413149597477634,449,17,2.2142857142857144,58.23,63.84,0.5478330956661913,7.215909090909091,0.4428447023433483,1.9549890253251163,0.3928611646969419,2.760869565217391,6.39130434782609,1.401958500745545,0.31757206148875433,1.5803290086952708,1.0376700714179625,0.23505333684994414,1.1696923371445311,0.35797660262764486,6.9765447165873296,0.28172794953060104,0.405482763721433,-0.7301114511869061
hammer.js,hammerjs,0.02984465496972543,0.023874868427976627,0.041965368303928385,0.02432685422869834,0.01675129805091894,0.017372413548002834,0.015296908209239913,0.012949027074551478,0.0123020410067508,0.03271745696631498,0.01694577226028995,0.15176254657454116,0.019006318450641456,0.12010809668288218,0.020604648147522598,0.016642191513551726,0.014596090944793303,0.01604704341641855,0.022624752524204702,0.012744923690526093,0.015059891246344152,0.02740206639307685,0.20602241660398507,0.016284838006867097,ec529e4c7b7049989dc3c025ef14eb99,157.0,1942.0,14,0.7446808510638298,35,47,0.5616219078226392,0.7709383421818896,2.684529185814533,856,6,3.576826196473552,63.062972292191404,143.67254408060498,0.5545495699411498,2.17816683831102,0.5741030207737475,1.9991174787980563,0.4182290802934547,3.3571428571428568,1.0,1.5076904029427143,0.4329758625498155,2.069606480050754,1.1227481724041488,0.3224288338136924,1.5411963149314125,0.5943459274461603,7.2066969494900395,0.31541916734634107,0.4129624457008562,-2.0522528152790067
chosen,harvesthq,0.013619188225654343,0.010826620471954691,0.026299254586080584,0.037759233277829936,0.024725791688254825,0.028209414578138595,0.017953936098459758,0.010563933108474442,0.010991675322348215,0.01597025544788743,0.0426948745813088,0.3448275164276385,0.01789320424195199,0.03051042964826465,0.013739990339413349,0.011523177371354505,0.014542245788819916,0.03635725956185637,0.01997604585434281,0.02127347084882999,0.013093411655944286,0.037305107503735016,0.16489053270642878,0.01873858093940096,8b85bd52ec1b497c9c7c2961f11bfd1f,231.0,1895.0,26,0.8771929824561403,50,57,0.5982186880011271,0.7285714960273616,2.462316194908624,688,5,3.1496519721577725,38.877030162413,89.0,0.7694675284702984,2.7071240105540895,0.6390978035327733,2.1599264867619508,0.5247532350887079,2.1923076923076925,1.0,1.4730035635621646,0.4358450844685066,1.7939733938169766,1.292108389089618,0.3823202495337777,1.5736608717692777,0.5308164248235477,6.063001043709284,0.35786559867378986,0.6749715162020161,-1.9061570785818565
headjs,headjs,0.026227756880581286,0.01391941188162787,0.06409890759569065,0.027642086926766958,0.021178391726035917,0.023668931491511527,0.042007400994491836,0.013318376557976469,0.019238851778497545,0.030731424925727738,0.033658734261816585,0.22879775106364825,0.017148977060493762,0.02702825852805293,0.01812087276938945,0.01948646397182816,0.015369139151826456,0.02142768952816771,0.016888049364828104,0.015858635036764962,0.03824566754054036,0.05321931901557988,0.17953561299304613,0.015568485639228172,35f01db84b8f4c13ad5546da6ca7e422,335.0,3390.0,22,0.9649122807017544,55,57,0.5462967082400281,0.6915514709461649,2.6061502069781195,273,1,4.052117263843648,43.9087947882736,118.11726384364799,0.9310557094490612,1.5132743362831858,0.6672865070533169,2.5147063400666068,0.5271284026877464,2.590909090909091,1.0,1.4237312792512145,0.3777922921564393,1.8022870091423706,1.3737757957687158,0.36453642225621335,1.7390488684707084,0.4782434369678043,6.792018901332095,0.29844009343389033,0.8983870880648837,-2.1043457046826797
Console,hoaproject,0.02124680554014489,0.025092332962561737,0.013477567413991148,0.03755321656353772,0.032480942670989665,0.02419664837053102,0.1065292807408806,0.01888219813929137,0.018252305898138067,0.01681648917975977,0.16442749916688734,0.03128765447234565,0.024464443396551138,0.030423732326281337,0.04954035321222336,0.010407927220292164,0.01108888634762755,0.01612801568328657,0.025798239321871242,0.027809281967523875,0.03408471568995579,0.09489191904184267,0.07480304350258049,0.037795657489561665,5f16e306876949bbb1107218d89b6d03,14.0,2279.0,9,0.20895522388059698,14,67,0.474937343358396,0.612035187035187,1.8492063492063493,28,6,5.5,4.053571428571431,54.58928571428571,0.04366228558699042,2.6458973233874508,0.12788794952974056,0.3864013266998342,0.0992406389107096,7.4444444444444455,73.4444444444444,0.8782571508135418,0.29067836577235073,1.1317793538031633,0.18351641957297887,0.0607387629972076,0.23649120825737738,0.37458707016919635,3.4195641219450748,0.22556548011633093,0.009123462659968143,-0.4764481296217373
Ustring,hoaproject,0.052442365929622335,0.02316468379770716,0.010882453906729265,0.027980347077741663,0.010882453906729265,0.02910616629998441,0.014589693724971127,0.032303008268138866,0.010882453906729265,0.010882453906729265,0.3185614724126127,0.023237542059548474,0.02790325702409501,0.045684680704855256,0.013889103455262052,0.010882453906729265,0.02622538147908118,0.031017016119289174,0.018263232014659382,0.02830140139148743,0.010882453906729265,0.04690012118468682,0.03855735120467014,0.047392463190826,bc8c71a8ea924cb38173c68b13fd56d4,20.0,2054.0,4,0.07894736842105263,3,38,0.4451219512195122,0.6492105263157895,1.7842105263157897,20,7,7.0,1.7142857142857097,56.6666666666667,0.006232686980609418,1.6650438169425512,0.051253462603878114,0.14085872576177286,0.03514120667522465,9.5,70.5,0.7941912708600771,0.2889778562259307,1.1583282548476455,0.06269931085737451,0.022814041280994526,0.091446967487972,0.4214743074792244,3.1834072022160673,0.1981335514574658,0.0004920542353112698,-0.6759704257570187
Websocket,hoaproject,0.034521684909815935,0.026349173609300384,0.018049622226196032,0.014023719050566713,0.014110322526123906,0.02785071289898561,0.011559231833200016,0.04167459569760554,0.02408847201704269,0.025186204390289884,0.09068576468797844,0.019479051498430117,0.01593675306399486,0.02389322691375301,0.02106172749440053,0.009350348657573618,0.01044107075514538,0.03822940244849417,0.01624738076879155,0.011456714948594923,0.38368896284650655,0.02830937518627338,0.02481126421619029,0.029862385481551644,8df035013a4d4881855db707245c78ad,35.0,2194.0,10,0.2714285714285714,19,70,0.4566326530612245,0.7668777680747585,1.8964059196617336,44,7,6.636363636363638,4.87012987012987,96.0649350649351,0.0736734693877551,2.8714676390154965,0.20815253704886302,0.5147387496224705,0.12394314868804665,7.0,70.0,0.8659608663761488,0.3501814298096474,1.45431153903395,0.23504652087352607,0.09504924523404715,0.3947417034520721,0.5881015111673231,3.5963554121280654,0.20851337984173265,0.019997084548104952,0.11129617854779902
Horde3D,horde3d,0.029592549235656344,0.06845926170654852,0.04052416680798192,0.031356269441512895,0.017607509266938368,0.17111093558949128,0.06005289699031233,0.017887723021979992,0.01614579011621917,0.040052911491486536,0.0159067221804811,0.035777095532654936,0.020330935114480808,0.029679223417368686,0.04270378074303655,0.04790958424163018,0.06649703801416887,0.04544074999586005,0.0288968239429182,0.028874179697595537,0.01735722901026622,0.07100088328347895,0.017936569943638712,0.01812415406637793,e2ea3f64a435460a864a7aa80946a532,53.0,2377.0,10,0.1794871794871795,7,39,0.4024390243902439,0.8183392365210547,2.0086580086580086,22,7,3.1375,122.9875,57.1875,0.03221564760026298,1.4766512410601598,0.14688140142685596,0.3605283605283605,0.07223264540337712,3.9,21.9,0.8083623693379791,0.3293316439657903,1.6437636612370967,0.14509068167604752,0.05911080789129569,0.2950345032989661,0.6696791060298627,4.034706995745957,0.16195716835217133,0.0057822957231241255,-1.097135024349995
html5lib-python,html5lib,0.04127936129683231,0.019244770962860057,0.03496960108691638,0.027149480546489774,0.03372970186540166,0.06593956555281713,0.08934243022349109,0.02020370019625956,0.021087314694167608,0.029764479260337068,0.12313182297518498,0.05413032854708393,0.03464273727901824,0.014765529078431427,0.04041112175216543,0.04260597272980121,0.019110674039837437,0.051952871271628835,0.06695959608337393,0.012999873570417672,0.05159388581327466,0.05766675425196339,0.01316916183149965,0.014779423473381927,375de82284904fcf8f152e0b02019fcf,22.0,2530.0,9,0.17142857142857146,12,70,0.5826147346489959,0.730637873330521,2.094060868708756,148,5,3.2456647398843934,62.8179190751445,127.115606936416,0.02938775510204082,2.490118577075098,0.12525220685666075,0.3589818632072153,0.0998768116541136,7.777777777777778,86.0,1.2200307173615976,0.4256803906949682,1.5300001797380287,0.20914812297627391,0.07297378126199457,0.26228574509794783,0.5338317019449464,4.38509092185727,0.33943992903011994,0.005037900874635571,-0.4357600009477047
httplib2,httplib2,0.028747180221422062,0.012327926477507476,0.03567863811152957,0.017149005186623864,0.011282000356473991,0.03770045701774859,0.12301024120120753,0.04183908118565957,0.01697509760607875,0.028469420004365663,0.020881558697099886,0.012347153797295065,0.1739927769728726,0.01717940769383624,0.01722921092709106,0.014040347932267092,0.012001341009782928,0.05749188001537996,0.050612580245210516,0.010358498548157513,0.16571504390993785,0.049997960014509096,0.011149836565187622,0.02254073541881817,4a75b465b2dc4a0a8eb21c09e84ba594,246.0,1373.0,7,0.5806451612903226,18,31,0.5158333333333334,0.6334434367073256,2.2104851330203443,75,7,4.422413793103448,30.3275862068966,69.90517241379311,0.33714880332986474,2.0320466132556447,0.3678058664752213,1.283507496592458,0.2995161290322581,4.428571428571429,1.0,1.140241914449661,0.3267512394348622,1.4002172994508568,0.6620759503256096,0.18972652612346838,0.8130293996811427,0.40125058750758763,4.8862445233039695,0.2660840277777778,0.19576382128830858,-2.333289465091624
hyperapp,hyperapp,0.02193617937703622,0.038457618556375466,0.06843214695700274,0.039136193237384466,0.01990505374653548,0.014307198232327498,0.01969178819709521,0.016391921978619398,0.017544943900262032,0.03920730705134064,0.031998720730128286,0.18136283923708468,0.02241388575237303,0.021602265650762432,0.12826491266864484,0.02348578204851871,0.013544071086618993,0.0691249195598456,0.025108000400100704,0.015640542963739113,0.018415579695439853,0.07163336326085343,0.04911039130706145,0.017844178376802248,22729011d0954483992347dfd703b954,7.0,1138.0,48,0.29949238578680204,59,197,0.6227907958511502,0.8405019453209256,1.973917543557012,341,29,9.489795918367347,0.450180072028812,34.464585834333704,0.08969568914427066,15.579964850615115,0.25172393286261224,0.5911732744663133,0.18652110129552213,4.104166666666667,50.6458333333333,1.229337677896419,0.5234568754408592,1.6590815352627715,0.3681772740908057,0.15677134848228777,0.4968822872106778,0.7064435200882602,3.896350468762148,0.387868375396909,0.02686317593660898,-0.4823847080349963
tooltipster,iamceege,0.017451415094421798,0.013067566396628495,0.02391986342670236,0.03250955304841922,0.017222018110670992,0.015029575379054631,0.013597533457927526,0.011046626979374998,0.010949539433118277,0.017882554373148108,0.01817037501079481,0.34355888391847433,0.01981661117182524,0.2013587152174804,0.017189700155824383,0.011421451582923852,0.015240234710271118,0.02001592660102473,0.02282957583215208,0.014988462445676648,0.017077618023200382,0.022284278929639127,0.07391616138153939,0.016760251647542402,5b77ce60c94a4d96a89e5aec17531a7a,189.0,2599.0,31,0.8478260869565217,39,46,0.5874246794829424,0.4001563537927174,2.043569296200875,497,4,3.9891745602165085,5.03788903924222,65.2449255751015,0.7188090737240076,1.5929203539823011,0.3392629956068691,1.7325913598224811,0.4980339673877121,1.4838709677419355,20.741935483871,1.2004430388219813,0.23506171786974994,0.8177472382904919,1.0177669242186362,0.199291456454788,0.6933074411593301,0.16012510748068243,4.17617546837494,0.3450677540656376,0.6094250842442672,-0.4513183143201592
ical4j,ical4j,0.02277092473315341,0.029043606592684373,0.02411620906763235,0.014668347783462734,0.035612924144204174,0.017698311001746632,0.013609592202214565,0.11882043220292852,0.02454083891281364,0.0201450756655968,0.039362120658767465,0.015634720776306125,0.014136871609988869,0.015719045251988025,0.04555485299883448,0.02089505579550656,0.1648341897399906,0.17174092379341624,0.025814295516406398,0.012257296635712287,0.03833971456339469,0.031989026406057636,0.024274367652833462,0.035387770383029565,bbb5cc3a0c6844beac133c189d94f874,272.0,2244.0,15,0.5348837209302325,23,43,0.5704390182186235,0.5425371314791763,2.0371098872279045,128,4,2.8616600790513838,35.063241106719396,87.9683794466403,0.28610059491617085,1.7245989304812834,0.29019427962839656,1.089616916424228,0.3051185446285661,2.8666666666666667,101.8,1.1620469640737368,0.30948434862812957,1.1052077547244956,0.6215600040394406,0.16553813996388325,0.591157636247986,0.294346539033653,4.149816692641686,0.3254006735062271,0.15303055076911462,0.7607122887563608
oauthlib,idan,0.03366207833595033,0.014805597100017394,0.02691995644467627,0.014352423487573509,0.021176459744390457,0.024060387438411303,0.062429681905619115,0.13289299988600894,0.014328352569855284,0.07435965945105527,0.08319395187689371,0.0145355864211251,0.03324981093796168,0.011692401727670913,0.03711399608048254,0.03861000566487318,0.0127970177623715,0.08381519885890776,0.04205124292830492,0.02778654657681213,0.09522317411789503,0.04149344781237775,0.02701690135065083,0.013461512143599596,edbf1d6ee6d34333aaef571d08c55485,194.0,2876.0,14,0.2692307692307692,14,52,0.5827766873496264,0.6530720786974697,2.4650222965440363,212,12,3.4065934065934065,56.439560439560395,90.12271062271058,0.07248520710059171,1.6272600834492352,0.17582709811085726,0.6636598490695481,0.15690141582489942,3.7142857142857135,78.2857142857143,1.436557528222902,0.38059518262384595,1.6098372352396244,0.38676548836770436,0.10246793378334314,0.43341771717989885,0.4265031399742341,6.0763349224592345,0.3396286673182042,0.01951524806554392,0.40806979494581985
java-design-patterns,iluwatar,0.0356961432572045,0.030933997390549976,0.027511716391173814,0.020925687485176557,0.1188885509946547,0.027169903620716168,0.015171712288997016,0.08396148035826212,0.02617756820904269,0.028617124186799507,0.023633429194706228,0.02066859053567413,0.033359751847310895,0.020260687420588414,0.09388168352110028,0.019334050792185708,0.02141655988515635,0.08842072708362159,0.04511514545342594,0.020728205899959072,0.04117144635226179,0.058708067964124734,0.019115520663793264,0.04854794126601834,ce3cdf4a19c448cfa61f78f299b0d613,16.0,1752.0,28,0.21052631578947367,24,114,0.5607224479431183,0.6674993127541021,2.1066246457125937,308,10,4.244219653179191,41.008670520231206,69.50433526011561,0.04432132963988919,5.856164383561644,0.14052617110612675,0.4434999254131776,0.11804683114591966,4.071428571428571,88.4285714285714,1.1812317282412699,0.37428184864782926,1.4061705032440102,0.24868036384026732,0.07879617866270089,0.2960358954197916,0.44555533252719864,4.437867397923711,0.31440966362732303,0.009330806239976671,0.2944889240340191
pudb,inducer,0.019416315732494045,0.03220437271907307,0.028109858551928504,0.05307237208395387,0.02819016461108868,0.0299286585756408,0.2765966698515434,0.011370591974010864,0.014073804697801416,0.02737998419230024,0.029157405467733693,0.051065646018237834,0.019346400324743204,0.06296685217811276,0.032301208371826165,0.038616377293480365,0.01469619514884802,0.02669425158889387,0.02642044603390196,0.011935381986462651,0.034577543292337434,0.03860132211741929,0.06845216309955231,0.01322956660691018,9ff92a2e1eb146bdaf603f40f5721ed8,233.0,3045.0,6,0.3225806451612903,10,31,0.5592195121951219,0.7451869057545464,2.0379320664372287,164,5,4.767515923566879,10.0541401273885,111.267515923567,0.1040582726326743,0.916256157635468,0.2403828728240472,0.6573974407862028,0.18039339103068447,5.166666666666667,98.8333333333333,1.1396513760798237,0.4167230579302497,1.518640290726327,0.3676294761547818,0.1344267928807257,0.48988396475042806,0.5553035245080352,4.153167107413113,0.3127264628197501,0.03356718472021751,-0.30218345589894724
Optimus,ironmussa,0.02087785330168301,0.02820759741330726,0.030276840032934387,0.01195909929840421,0.02158825068600532,0.05346536433272478,0.06915403545229705,0.01463807499179654,0.04986173561256793,0.01999661733509239,0.07536107458225969,0.01157160801989393,0.014771422408309509,0.019547417911588014,0.020498500416652684,0.10633967155202602,0.011018614982598169,0.04028858008119513,0.2932387685069269,0.010326527785204088,0.021135151282192743,0.016872815065194068,0.011403274256148085,0.014071773706507314,732059d2bc8e41e6b235ddfb7d156e90,3.0,971.0,12,0.06451612903225806,10,155,0.5299479166666667,0.5102225672877846,2.1031746031746037,36,5,2.1066945606694563,4.76359832635983,3.06694560669456,0.004162330905306971,14.366632337796087,0.03291758498630868,0.13568868407578086,0.034190188172043015,12.916666666666664,35.0833333333333,1.1145729993386249,0.2703913865704796,1.0730871454862139,0.0719079354412016,0.017444605585192233,0.06923142874104606,0.2603270681697379,4.423343411438652,0.28084479437934035,0.0002685374777617401,-0.9663837537158327
highlight.js,isagalaev,0.018770022590294425,0.021065960589237737,0.04925784878905732,0.057251522306267275,0.07158237657517627,0.032673408105032484,0.033255282913907884,0.0245823313970853,0.017487001043385145,0.02213258666865879,0.07574761723266167,0.10714246731469952,0.01875409650748107,0.03855811317981713,0.03336836228331837,0.024144267543425114,0.020425998073683862,0.045647513022828747,0.03888504513389597,0.02448324139084681,0.019781906965741617,0.1076482885895565,0.03855829295604304,0.019718101442405253,b2c227a64d0249ce8478d45c6137ebb7,17.0,1508.0,23,0.8611111111111112,31,36,0.6278565292096221,0.5801949855251101,2.6282083728777814,485,3,3.2225392296718973,41.1669044222539,49.09272467903,0.7415123456790125,2.1485411140583555,0.4996123486466226,2.263179432200312,0.5406542334860635,1.5652173913043481,3.39130434782609,1.650137787034712,0.36427920987662255,1.5248733188587975,1.420951983279891,0.3136848751715361,1.3130853579061867,0.3366262212284827,6.907479251264875,0.39420382127115305,0.6385245198902607,-0.5131152745630506
sigma.js,jacomyal,0.023421922403246063,0.013564153995863215,0.048904894443757285,0.07586383122042578,0.022417484918265663,0.01935881655713485,0.022708745304587524,0.014824374495003827,0.01649330618330142,0.022595586461148662,0.02950317745911763,0.11538782343419092,0.029802499130014592,0.2764727221756667,0.02452176730846735,0.01707123696930634,0.015352610517755359,0.0240404240313833,0.015173777624936585,0.016135304191721427,0.03289963041875258,0.03335052463572629,0.060661375602484226,0.016388713781538042,9c2d1a4cd30d4eaea3685ec5748dbe1f,12.0,2789.0,27,0.4361702127659575,41,94,0.5646600776957067,0.6373823054347239,2.611985702334778,509,11,3.6073697585768736,40.8678526048285,137.588310038119,0.1902444545043006,3.0333452850484046,0.27800717577471995,1.139270359528999,0.2462879062289785,3.4814814814814814,62.1111111111111,1.4748840496204307,0.3599043421086398,1.6648334687166773,0.6433004897280603,0.1569795534729174,0.7261507682700402,0.4062562032812836,6.8224693092013045,0.31884100334332155,0.08297896419868434,0.80863439596471
jaeger-client-java,jaegertracing,0.03585746069921079,0.06678440489344957,0.02517970953234901,0.023676504296813644,0.023066532417514454,0.017203548830177936,0.01802981433874301,0.15199003695017482,0.05493590755216258,0.03993198098772663,0.02475797435226666,0.047326021478730634,0.029655008048008562,0.019088055917435447,0.04518806304530067,0.02282018269712137,0.016988494796520568,0.11039504635440653,0.041247741210497145,0.01904937218727365,0.045124374301104386,0.03965094138073635,0.015401628010480081,0.021471188502761543,a1584e48d4d847ad89f21c55e0e6483b,82.0,1329.0,14,0.20454545454545456,9,44,0.5905979783217635,0.7017106745740711,2.1334858886346297,115,10,3.9471766848816032,10.4808743169399,25.8834244080146,0.04183884297520662,2.979683972911964,0.14353172889015092,0.43639484085708347,0.12080413192945165,3.1428571428571432,45.3571428571429,1.2600324526056235,0.4144289057702473,1.4970898221080675,0.25773391076024116,0.08476954890755059,0.30622291815846836,0.4923978708111979,4.551762037003096,0.34880597199775426,0.008557945154019536,-0.34264063466960953
httpie,jakubroztocil,0.030938539934486836,0.013317541453466678,0.02488621254854162,0.02704578581110437,0.016427595762170916,0.0440556152967967,0.1340351342243714,0.037055226009988604,0.016936380010210944,0.03819716452642395,0.05672319709680309,0.025745856648804858,0.02038279412011012,0.018882171402521623,0.020146467514948044,0.02132066258199792,0.0131816514452345,0.047529730072207434,0.030019102118216907,0.017014817522586424,0.25437487956332394,0.04038498891780545,0.0238805754956996,0.014659370074279456,e033415a11b44be58b59f47b81986a3f,40.0,2937.0,104,0.7657657657657657,170,222,0.5841056558091218,0.7605151689544051,2.1705258451526372,696,20,3.5370919881305642,32.7878338278932,153.651335311573,0.5863972080188296,6.802860061287028,0.5823764807308507,1.6621143859276948,0.4472881148087869,2.1346153846153846,35.5480769230769,1.2678164222335295,0.4442212115148978,1.6507178298461609,0.9708504134220721,0.3401693962051019,1.2640632030353482,0.5783833222097473,4.71118244447557,0.3411794171482042,0.44904290704144606,-0.0786273059524676
