package,organization,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,package_id,duration_median,project_age,num_users,crowd_pct,crowd,total_issues,gini_coefficient,avg_clustering,avg_min_path,nodes,total_contributors,avg_comments,avg_first_comment,avg_active_time,crowd_pct_2,issues_over_time,avg_clusteringXcrowd_pct,avg_min_pathXcrowd_pct,gini_coefficientXcrowd_pct,issues_per_user
consul-api,Ecwid,0.01197832560756747,0.044057639419847396,0.032461493921043895,0.017381303307386287,0.0241035832300412,0.01755498553284947,0.026745287487456887,0.18520429772064553,0.029429567005971203,0.03169858324925722,0.07105478272998925,0.01466437178715971,0.0873403992613789,0.016616075163741844,0.046902903558119484,0.0239078841108528,0.01662707380857897,0.031990675492825346,0.049762027922393,0.012694160841544223,0.13528401332311563,0.018332524982899983,0.019756021203693026,0.012996860565791218,bb2500b682d14e4eb2dcb73eb50b8495,20.0,1411.0,29,0.44776119402985076,30,67,0.5080687830687831,0.5328383626177744,2.0355575065847233,72,18,2.3307086614173227,54.5354330708661,37.992125984252,0.20049008687903766,4.2735648476257975,0.23858434147064525,0.9114436596648016,0.22749348495617155,2.310344827586207
kryo,EsotericSoftware,0.023123816911560985,0.06230382638625227,0.011347128455168927,0.015599475040888556,0.017062258226796984,0.02091864419599565,0.015262941148561927,0.26802728639199186,0.018549569235541498,0.027546330131590368,0.11898312649689614,0.012391737824879014,0.01710284274716217,0.019210940666066913,0.09372495494209802,0.021927482736511874,0.01948823505009596,0.034730942469949906,0.025497571991469997,0.015951360738478026,0.03739866701742778,0.03985213574236975,0.011350079792766617,0.030261118976542583,d86e51d0ff0b450f9d3184067fdd68eb,0.0,2314.0,2,0.9726027397260274,142,146,0.5836231884057972,0.6987121618126751,2.256597506597507,300,1,4.798347107438016,38.1272727272727,137.457851239669,0.9459560893225746,5.67847882454624,0.6795693628589032,2.194772917375657,0.5676335120111178,73.0
factory_boy,FactoryBoy,0.029207411171864976,0.01618837362963505,0.015609577832330761,0.03062298908756848,0.017089906861412457,0.016448169196582985,0.13191652128271744,0.023211390240502925,0.0159849294433561,0.060778073931817014,0.0955896711382786,0.017981436407086014,0.015056572906548084,0.01407021502365863,0.2099828957597373,0.025567496522352292,0.02745361086605481,0.060430733972615815,0.038774291591916504,0.020412631479423196,0.021900357381966194,0.04039642726135348,0.019099677976193098,0.022806337535957108,c3115bd584a041a8aae0f3f6a51db6ea,67.0,2817.0,41,0.7407407407407407,60,81,0.584091978996922,0.6513844107277009,2.166753061042095,350,14,3.1479289940828403,28.4161735700197,131.422090729783,0.5486968449931412,2.587859424920128,0.4825069709094081,1.6050022674385886,0.43266072518290516,1.975609756097561
fine-uploader,FineUploader,0.03271962008117523,0.020023058788659964,0.025000581871445396,0.032614279513064164,0.015298779317368772,0.021752971113916626,0.018233178143007643,0.024854683492597677,0.013737237637192323,0.03298748403429112,0.035748222616801203,0.08775373660057206,0.018470822010777703,0.02906738396560594,0.031928459325099995,0.0185739664924935,0.013350218322096883,0.05223770338163232,0.032002968105261514,0.01570754787235844,0.1762200044049145,0.04951441221506136,0.17323401288293053,0.014374465709376815,ab744db5ca5949d29d101293d7804811,25.0,2282.0,94,0.5760869565217391,159,276,0.5879000303340538,0.5209937594071699,2.0448198927633237,472,19,4.664779161947905,11.4337485843715,76.0385050962627,0.33187618147448017,10.885188431200701,0.3001377092236957,1.1779940686571322,0.33868153921418315,2.9361702127659575
PHP-CS-Fixer,FriendsOfPHP,0.24846396929508194,0.021745673620430696,0.02096289873452672,0.016657795727100463,0.04072551454869453,0.026303756352356086,0.025750023984807757,0.018029915826525866,0.013614647061841791,0.029224744324615956,0.10839246230047436,0.022663762846046633,0.016794938200605455,0.01647229027683841,0.05718128562616239,0.04083306496017967,0.014890388462403844,0.03848975228842849,0.02226897909738973,0.025932236558932006,0.021142976973968292,0.05194494919715264,0.014668592839360194,0.07122826667254714,bd910877c7b8480bacd3ecc56eda3df5,26.0,1349.0,126,0.23221343873517786,235,1012,0.6346217263807291,0.7561406712428576,2.1314516592620576,494,50,4.844317096466094,5.29799426934097,29.5816618911175,0.0539230811292162,67.51667902149741,0.17558602543682955,0.494951719295043,0.14736769337892425,8.031746031746032
pickle,FriendsOfPHP,0.061184381656521174,0.013238579927322766,0.024710877755380892,0.026900337457104965,0.015077524490792442,0.04368606663774699,0.24990938780225674,0.04216456187768253,0.013321693732265246,0.01809245682562943,0.03661494665882654,0.012780361834706532,0.014544639395791347,0.012229871936142445,0.019506456938365266,0.015704696480598714,0.02441871462010399,0.06706807267403712,0.046744841103511,0.01888731642436512,0.021307896645912143,0.062104000826366246,0.020732952687130483,0.10670508682313892,5625dd6cd0a040e6af63c941dc3d71cc,12.0,2087.0,11,0.16176470588235295,11,68,0.49810324921655946,0.7624960734232381,1.8704318936877076,43,16,4.266666666666667,28.6083333333333,46.4916666666667,0.026167820069204154,2.9324389075227595,0.12334495305375912,0.3025698651553645,0.0805755256085611,6.181818181818182
Torque3D,GarageGames,0.02738455158359871,0.0635732137034749,0.028013435714402294,0.061703101360865965,0.028590611793446033,0.10578847177712633,0.02606651719067452,0.014731753423349737,0.019021676969564635,0.0412701058610219,0.03129635477184463,0.07363982134507047,0.045471670100060285,0.06000835581669438,0.047428621054103205,0.029830900309763205,0.03538337789063595,0.04030298302489473,0.02515438984614465,0.019070875272993837,0.030522236905565325,0.05912705538662551,0.044385970577338715,0.01966765693879112,df5dc8cfd77b4ca195f1892ee575c2a1,21.0,1696.0,22,0.2767857142857143,31,112,0.5609604105571847,0.6746656250139451,2.1886102403343783,88,19,2.969465648854962,14.7480916030534,26.263358778626,0.07661033163265307,5.943396226415095,0.18673780692350267,0.6057760486639797,0.1552658279220779,5.090909090909091
HotswapAgent,HotswapProjects,0.018511691545970294,0.018869555515320553,0.02726493958807759,0.010407651114319242,0.020860064677449306,0.023756814190992778,0.0221117816816793,0.4367120990359377,0.04282237297625962,0.013038326152113837,0.01631662158865426,0.013209933331653254,0.024273311677597352,0.013314579928001917,0.04289216157952463,0.01631442363610241,0.016508329889055953,0.046598555450675205,0.02011938431515678,0.02504157094778354,0.020467974179521647,0.01885284919555841,0.028966453060188066,0.031430252400268595,865dd097fafc42178f47ecea3776ba31,60.0,2137.0,23,0.7708333333333334,37,48,0.5218547823538694,0.6269086985696343,2.2351677852348995,159,5,3.6103896103896105,45.008658008658,113.87012987013,0.5941840277777778,2.021525503041647,0.4832421218140931,1.7229418344519016,0.40226306139777435,2.0869565217391304
shepherd,HubSpot,0.01774235400385851,0.01542117036616307,0.07409043379746914,0.03528712315011921,0.01664448890478867,0.06010757991168239,0.024094928366929107,0.01193136713966774,0.01724116334423049,0.03120828642098227,0.0293056481579161,0.22591761027559124,0.018914043725260933,0.03853762160321014,0.029151271336761576,0.017019481199638784,0.014126437103089681,0.12108579777227861,0.050498625145331724,0.01586138776161921,0.015742810345240242,0.03247176795806677,0.06132546335686477,0.012748268597867329,69cb12e093e3471b897e45d9bdb4d148,102.0,2251.0,25,0.3333333333333333,21,63,0.5316368868366459,0.6996523027276109,2.44850515202274,204,8,3.7452471482889735,91.9847908745247,154.475285171103,0.1111111111111111,2.5188804975566415,0.23321743424253696,0.81616838400758,0.1772122956122153,2.52
hypothesis,HypothesisWorks,0.043054984497738785,0.06715279321108814,0.023407463666952837,0.01469235736516457,0.020905968558105618,0.03328897740678995,0.06238182738485722,0.014571488077008095,0.013328793852516896,0.038563509904037445,0.08289948560530858,0.015468232784534247,0.023705558812914643,0.020315306143691078,0.08366032763638084,0.05419944566228227,0.014836212053387393,0.059551924835959356,0.1704316993403156,0.01321413378122609,0.03036141251541855,0.056013210519328796,0.014368098110603663,0.015032275954926039,6b45e442fbd14de8ae87462c14b46ee6,12.0,819.0,38,0.3595505617977528,32,89,0.6130958491599082,0.636174595048877,2.106467148262814,153,17,4.021834061135372,4.05967976710335,13.061135371179,0.12927660648907965,9.780219780219781,0.2287369330512816,0.7573814465664049,0.2204389570013153,2.3421052631578947
spoon,INRIA,0.04210869609859997,0.034000058365740514,0.03850698755064331,0.016214931480072695,0.03982131057608651,0.031171161950738126,0.01708888620003871,0.13342616753944642,0.0186021308616084,0.03908225180884841,0.03797551879489964,0.021558601150090652,0.041992841574559014,0.01856523306695832,0.1763336366176792,0.021772128478025427,0.019374884354084916,0.05493989066209142,0.0436708821891734,0.01903280660475029,0.020980590209218917,0.04139447988005104,0.01630629256636278,0.019774378841556025,887d42e2255040898a3017bce9b49c6f,25.0,661.0,20,0.26666666666666666,16,60,0.604954954954955,0.5717460835614994,2.1554979637171416,74,10,4.019900497512438,6.11940298507463,11.1575456053068,0.07111111111111111,8.169440242057489,0.15246562228306648,0.5747994569912378,0.16132132132132132,3.0
Sequence,IanLunn,0.019312924961034292,0.014378250441759041,0.016987183546171264,0.03294905549951626,0.014700456770991249,0.016360531471795718,0.014202207852070941,0.01217437778333468,0.014824413766216179,0.04718759394411866,0.017248193153943447,0.2621628131220271,0.019523677473915813,0.16467789820871576,0.022379919065554674,0.02286919472122887,0.011157961571028918,0.02292557778642198,0.01997029797972313,0.011411503370487153,0.02732903751390601,0.032737230792767684,0.12584658554243974,0.015153428145747324,7f9df00dc6f84f91ab857ed6845dac94,274.0,2979.0,5,0.19444444444444445,7,36,0.5541362530413626,0.4054241655863138,1.9885964912280703,96,2,3.031390134529148,58.542600896861,62.3139013452915,0.03780864197530864,1.0876132930513596,0.07883247664178324,0.38667153996101367,0.10774871586915384,7.2
MonkeyType,Instagram,0.02247866314795354,0.016749629406663386,0.02762314546448381,0.012303636939791234,0.014358719312788351,0.020834023080280293,0.1852665130413421,0.19317852691139864,0.015215252538252136,0.05855309738494132,0.06618358378663011,0.020113728086099677,0.012068948352142521,0.020663945437611447,0.09288878675307269,0.03156728981386708,0.01159091932780069,0.01594785461202264,0.03418829858141101,0.012315755754547275,0.019278459076810143,0.026738069303657696,0.04090779285634989,0.01424523169255775,6f165e2fd5f94753a30eaf3535a14779,47.0,868.0,14,0.28,14,50,0.5383695912024863,0.5425433938888257,1.9444958371877892,47,9,3.473684210526316,16.7719298245614,23.0087719298246,0.07840000000000001,5.184331797235023,0.1519121502888712,0.544458834412581,0.15074348553669617,3.5714285714285716
ion.rangeSlider,IonDen,0.01589761032644187,0.02359884669987852,0.019773809063005666,0.038980855984436215,0.016276890857958456,0.014748989326492424,0.011059605488619229,0.014143284820151371,0.014669230290603312,0.016569765537163952,0.06565218669129536,0.35394320977215565,0.022631917830104088,0.0778802307404604,0.01526507048074051,0.012588857766568765,0.04036838369293164,0.01727837784884786,0.01597626524990503,0.014156717414357764,0.03069430195421479,0.024613575720470925,0.08149142943004566,0.02640650245036379,92fa6e0df4734b7fa72b07946458998b,88.0,2429.0,46,0.7833333333333333,94,120,0.5817951143672219,0.4281383922386783,1.9924598782512453,417,9,3.369308600337268,10.1939291736931,87.5261382799326,0.6136111111111111,4.446274186908193,0.335375073920298,1.5607602379634755,0.4557395062543238,2.608695652173913
