package_id,similarity
00075bb4701648d4af0bd4fc668bd012,0.07998516032734948
000dbfbbe8584838adc1b4906d261d84,0.09203782273448277
00327cf174cd4337963312ad186d53b7,0.17227533590802332
010cc194f3fc45a3881342a3446cae4a,0.07598395076328933
01a3465f83854ca284c1f83d2a018104,0.06862765001040944
035fa32185ae484ab464a6a8cb8c3f78,0.06585646182599657
0382ecf1e8cd4acb8ec54fe605127beb,0.06280177282775337
03afe03fd9414b7b9f83bf98f79d08ae,0.05888804848733304
03edb299533a49f580cbd5ed34fa55c8,0.13085701610388806
03f1908fd30e478e837885d0b5f8a427,0.06310988906470844
040e42af0b5e4274899acc12d48ef84d,0.03210473039865704
0526cc55e6e241fdb85e9176f1543afb,0.11532740181348547
056459e3407f4650aee85eb4aa26ce60,0.03955155175044228
0618c50e97934caf8c40516be1d2abf9,0.12316701151074015
07140f943bca4c3482d90cbdc6693caa,0.061481555358332496
072b3ddae1ad498287289f6d5150f413,0.06842886075741822
07312ac840cd4a38857b1368709fd7bf,0.10483888409735226
09815585b63d4a4eb233944923796ac4,0.06467727469092006
0a312bdc645849dc889508d564f4a059,0.1423570800253261
0a40fcc4a20841c4aa89659b36896b0b,0.05030036508636411
0ac1da6dd09c4e938d9710fcafcc11f6,0.23871247178627955
0b4b35dadcd44969b4cfc7d5b54894dd,0.15877662240986254
0b77916a18a8440ab716c7e1a05973c9,0.05831195031841804
0bfa5c183a63433392d09235081e2a42,0.058178166060291345
0c8460674759411c8d120cd58d1025d1,0.061363965659249266
0ce32f154ded4b5a8f71072d148070a0,0.1981065244147658
0ce814ff931d47ef8d3259efc57bc05a,0.12258810216083356
0ce911d1f08c4a05bf7101f6cf867c67,0.1691947620848976
0d0d7fe7c85a433382bd29c81ca83ca1,0.03698697650350337
0e5ab3a8293e42b393693183fd6cc562,0.08145429102533756
0e7b995fc6434ecdadcc5e221e2b1c63,0.05742663085898557
0e8e5c6adee24b65bf575fd85f85e576,0.11092033465252682
0fd6a1f582724cf7960648ed2c7140f7,0.05617347909209796
1047f241411f41e1926efadf60b97506,0.09755862901741179
108f135ddec84117a774448e7e2b49d3,0.08065261485400656
10ec26846ad34872ab24017810b9dd01,0.09588326782991519
10eff77b27d94d33944d04b78de4cda8,0.3019790592477601
110ae46a6ad8478eba44751bce26f2cf,0.06957834471616163
119e7d3b4fba4888a45181c747cf2a96,0.062395548456047875
11cab40099b9469abeefc1379444b8c0,0.01937700572004271
1261122a2c3440ba8a9400f1162864f8,0.025792934416667385
12654a762ce24cbfbc448e1d495a748b,0.1691472197007056
12aa713377544573adddba8a6a786897,0.10969312315219615
13385b4c68754e73840fb6d2bc881641,0.03774105075444751
133c3445a1094c328a0294343a57bc81,0.1312101637509664
1347187203364893ad2b6ae0c241dadb,0.17465178512471322
13647da14356430d950bbf0e297f5431,0.1306170985903956
13fcdf6904b741d58756e43d464eff10,0.04516350151563408
143dd72ce61147c08edcfb10f625a088,0.05453613623829903
14c42bdaacfc437288b2f3fea2f4436e,0.24653653283517263
15145a03c850414ebc8f072a6f856f19,0.04266872910743552
15b39e633fe64ecd9ae6209bddd8e1fd,0.013145077206297847
16353b8f2c23458da0f7d756b46a3569,0.07048851101424586
165af30e455148db94bf7ec31c28f1e9,0.06517503393122767
16774dc061f74bae84f256fcd1311e28,0.09803093521480374
16b915f981444ea2aa09115b8e2d12a6,0.05020720141711064
170d4a8b6fc64dad8545d46c09cca126,0.05631896264684505
1743dd3f19b340de8e0b35595729df00,0.1852551837585426
17479de345a24811b721e67e5fefbf66,0.05353935618211025
1769f769125d4e5fa4202c2205497f3f,0.1288527601927209
1816e86be874497697bdbc51b76af9d7,0.13328301154483507
1826241553b14845afa91f0f8c98e0fb,0.10633981658632101
188bb148b8b54aa7ae6c5c4c58719aa9,0.07738676842016214
19410fec1fd14a8bab62874df01246d5,0.13059311476706392
1a78200aa1cf40b3bf78f41a7726c922,0.11882871801703157
1a95194d935f4f0ead55160c9271d834,0.10409164616705341
